,city,lat,lng,max_temp,humidity,cloudiness,wind_speed,country,date
281,Yelizovo,53.19,158.38,66.2,77,20,8.95,RU,1596595942
282,Narsaq,60.92,-46.05,44.6,75,0,3.36,GL,1596595376
283,Rafaela,-31.25,-61.49,72.0,46,0,4.0,AR,1596595942
284,Tarko-Sale,64.92,77.78,58.89,86,100,12.77,RU,1596595942
285,Kłobuck,50.9,18.94,57.99,100,100,6.38,PL,1596595943
286,Nanortalik,60.14,-45.24,43.7,85,1,7.7,GL,1596595515
287,Atar,20.52,-13.05,85.93,55,0,14.18,MR,1596595432
288,Presidencia Roque Sáenz Peña,-26.79,-60.44,73.47,47,0,10.2,AR,1596595943
289,Kimbe,-5.55,150.14,89.24,61,14,0.81,PG,1596595395
290,Barcelos,41.54,-8.62,68.0,87,0,4.7,PT,1596595944
291,Impfondo,1.64,18.07,70.05,95,100,0.6,CG,1596595944
292,Rocha,-34.48,-54.33,58.32,86,70,7.27,UY,1596595552
293,Burnie,-41.07,145.92,51.01,45,0,15.01,AU,1596595659
294,Mil'kovo,54.72,158.62,68.97,53,1,1.68,RU,1596595945
295,Onega,63.91,38.14,59.38,91,94,7.52,RU,1596595945
296,Bubaque,11.28,-15.83,79.65,83,97,21.72,GW,1596595443
297,Gander,48.97,-54.59,50.0,93,90,20.8,CA,1596595946
298,Tilichiki,60.47,166.1,62.04,55,94,11.12,RU,1596595946
299,Rio Grande,-32.03,-52.1,57.0,96,0,11.43,BR,1596595478
300,Horqueta,-23.34,-57.06,69.55,41,0,6.53,PY,1596595946
301,Auki,-8.77,160.7,84.99,75,42,4.83,SB,1596595452
302,Pimenta Bueno,-11.67,-61.19,74.62,47,4,2.15,BR,1596595947
303,Klaksvík,62.23,-6.59,51.8,100,100,8.05,FO,1596595379
304,Malbork,54.04,19.03,54.0,100,0,4.21,PL,1596595947
305,Kahului,20.89,-156.47,87.8,48,40,24.16,US,1596595383
306,Umluj,25.02,37.27,83.08,57,0,11.65,SA,1596595451
307,Dunedin,-45.87,170.5,48.99,80,84,8.99,NZ,1596595371
308,Ayr,55.46,-4.63,59.0,93,75,9.17,GB,1596595465
309,Yuba City,39.14,-121.62,91.4,27,1,10.29,US,1596595777
310,Aklavik,68.22,-135.01,55.4,76,90,9.17,CA,1596595482
311,Namwala,-15.75,26.44,50.47,89,0,1.61,ZM,1596595949
312,Shakawe,-18.37,21.85,49.75,47,0,2.73,BW,1596595399
313,Lorengau,-2.02,147.27,84.47,77,22,13.6,PG,1596595455
314,Kushmurun,52.45,64.63,73.54,60,66,13.35,KZ,1596595950
315,Micoud,13.82,-60.9,82.4,69,20,18.34,LC,1596595950
316,Domoni,-12.26,44.53,73.18,79,18,10.16,KM,1596595951
317,Port-Gentil,-0.72,8.78,75.79,74,100,8.05,GA,1596595447
318,Maracaçumé,-2.04,-45.96,73.49,91,41,2.75,BR,1596595951
319,Barra de Tecoanapa,16.52,-98.75,80.28,86,100,9.1,MX,1596595951
320,San Martín,-33.08,-68.47,55.4,62,0,3.36,AR,1596595952
321,Mto wa Mbu,-3.35,35.85,62.94,78,51,2.33,TZ,1596595952
322,Saint-Ambroise,48.55,-71.33,64.99,93,90,11.41,CA,1596595393
323,Grand-Santi,4.25,-54.38,74.1,87,54,2.86,GF,1596595952
324,Tuatapere,-46.13,167.68,51.01,81,65,3.0,NZ,1596595390
325,Atkinson,42.84,-71.15,75.99,69,1,18.34,US,1596595954
326,Bushehr,28.97,50.84,93.2,49,0,9.17,IR,1596595954
327,São Filipe,14.9,-24.5,75.97,80,61,5.3,CV,1596595478
328,Ji’an,27.12,114.98,91.78,57,97,8.55,CN,1596595567
329,Condega,13.37,-86.4,73.09,88,100,3.51,NI,1596595955
330,Kaniama,-7.57,24.18,62.24,35,1,3.27,CD,1596595570
331,Mutoko,-17.4,32.23,51.42,75,0,3.62,ZW,1596595955
332,Kampong Chhnang,12.17,104.55,83.28,74,99,2.06,KH,1596595955
333,Tura,25.52,90.22,84.29,85,97,3.98,IN,1596595446
334,Ketchikan,55.34,-131.65,57.2,100,90,17.22,US,1596595956
335,Vilyuysk,63.76,121.62,75.22,46,100,3.29,RU,1596595956
336,Igarka,67.47,86.58,67.64,63,27,6.22,RU,1596595956
337,Sarai Naurang,32.83,70.78,98.51,33,0,10.09,PK,1596595956
338,Carthage,36.86,10.33,75.2,47,20,10.29,TN,1596595957
339,Caloundra,-26.8,153.13,78.01,49,2,4.0,AU,1596595957
340,Mahābaleshwar,17.92,73.67,63.64,100,100,8.52,IN,1596595957
341,Cockburn Town,21.46,-71.14,82.96,85,11,19.6,TC,1596595958
342,Philadelphia,39.95,-75.16,79.0,74,40,10.29,US,1596595326
343,Sirte,31.21,16.59,81.7,42,0,7.58,LY,1596595958
344,Pangnirtung,66.15,-65.71,50.29,85,100,3.89,CA,1596595442
345,Kędzierzyn-Koźle,50.35,18.23,57.99,98,100,8.01,PL,1596595959
346,Guerrero Negro,27.98,-114.06,70.52,81,0,14.0,MX,1596595466
347,Baykit,61.67,96.37,75.61,36,76,11.48,RU,1596595959
348,Terenos,-20.44,-54.86,68.0,37,0,10.29,BR,1596595960
349,Upernavik,72.79,-56.15,38.17,75,15,8.61,GL,1596595372
350,Ville-Marie,47.33,-79.43,55.4,93,90,8.05,CA,1596595702
351,Santa Lucía,27.91,-15.54,73.4,73,75,23.04,ES,1596595961
352,Edson,53.58,-116.44,77.0,31,1,5.82,CA,1596595961
353,Kawalu,-7.38,108.21,78.17,72,79,4.23,ID,1596595961
354,Nizwá,22.93,57.53,97.68,26,87,3.69,OM,1596595468
355,Hervey Bay,-25.3,152.85,75.0,65,0,5.01,AU,1596595962
356,Nhulunbuy,-12.23,136.77,82.4,54,20,11.41,AU,1596595449
357,Kodinsk,58.69,99.18,68.86,55,100,4.83,RU,1596595962
358,Marabu,4.41,114.01,86.0,66,40,6.93,MY,1596595783
359,Tocopilla,-22.09,-70.2,59.49,58,22,4.92,CL,1596595963
360,Xixiang,35.16,112.86,80.01,99,100,10.85,CN,1596595963
361,Kuching,1.55,110.33,73.4,94,40,2.24,MY,1596595964
362,Zambezi,-13.54,23.1,53.47,47,0,3.71,ZM,1596595964
363,Alice Springs,-23.7,133.88,80.6,21,40,17.22,AU,1596595232
364,Esil,51.96,66.4,73.18,58,97,14.12,KZ,1596595965
365,Beaverlodge,55.22,-119.44,71.6,40,20,13.87,CA,1596595965
366,Assiut,27.18,31.18,80.6,54,0,11.41,EG,1596595965
367,Darhan,49.49,105.92,71.44,68,20,5.08,MN,1596595532
368,Canindé de São Francisco,-9.66,-37.79,64.92,96,86,4.25,BR,1596595966
369,Chino Valley,34.76,-112.45,84.99,17,1,8.05,US,1596595966
370,Mogadishu,2.04,45.34,76.28,85,96,16.67,SO,1596595467
371,Baarn,52.21,5.29,61.0,71,36,3.0,NL,1596595967
372,Canavieiras,-15.68,-38.95,66.25,86,26,5.48,BR,1596595923
373,Qeshm,26.96,56.27,87.8,79,0,4.7,IR,1596595967
374,Karasjok,69.47,25.51,53.6,87,65,11.41,NO,1596595583
375,Eyl,7.98,49.82,80.56,66,12,22.64,SO,1596595968
376,Port Lincoln,-34.73,135.87,51.28,62,70,21.12,AU,1596595397
377,Sechura,-5.56,-80.82,61.9,80,0,13.2,PE,1596595968
378,Skjervøy,70.03,20.97,51.64,95,100,3.51,NO,1596595968
379,Khromtau,50.25,58.43,73.36,49,19,17.6,KZ,1596595969
380,Panguna,-6.32,155.48,82.17,69,98,3.78,PG,1596595969
381,Sharan,54.82,54.0,66.45,91,74,14.07,RU,1596595969
382,Likasi,-10.98,26.73,52.07,64,0,2.77,CD,1596595970
383,Alto Araguaia,-17.31,-53.22,62.8,42,0,5.57,BR,1596595970
384,Northam,51.03,-4.22,62.01,93,81,8.99,GB,1596595421
385,Pabradė,55.0,25.78,62.01,100,90,6.93,LT,1596595971
386,Gondanglegi,-7.75,112.01,84.83,60,10,14.83,ID,1596595971
387,Kamisu,35.89,140.67,93.0,70,75,6.93,JP,1596595971
388,Kwakoa,-3.77,37.72,66.45,80,83,0.69,TZ,1596595972
389,Puerto Colombia,10.99,-74.95,80.6,94,40,2.24,CO,1596595545
390,Dalvik,65.97,-18.53,50.0,93,40,1.12,IS,1596595972
391,Ilula,-7.68,36.04,60.8,72,5,5.3,TZ,1596595972
392,Bilma,18.69,12.92,88.66,37,20,9.51,NE,1596595973
393,Glenwood Springs,39.55,-107.32,69.01,26,1,0.56,US,1596595973
394,Fairbanks,64.84,-147.72,66.2,68,20,5.82,US,1596595245
395,Roebourne,-20.78,117.13,72.19,34,97,12.06,AU,1596595437
396,Aloleng,16.13,119.78,87.6,68,100,4.72,PH,1596595488
397,Verkhnyaya Toyma,62.23,45.0,60.89,91,100,5.75,RU,1596595974
398,Waitara,-38.92,174.25,54.0,82,100,3.0,NZ,1596595479
399,Fort Nelson,58.81,-122.7,75.2,33,20,11.41,CA,1596595375
400,Santiago del Estero,-27.8,-64.26,77.45,35,0,11.48,AR,1596595390
401,Kayerkan,69.35,87.76,62.6,82,100,6.71,RU,1596595975
402,Tual,-5.67,132.75,77.56,84,62,15.03,ID,1596595975
403,Carauari,-4.88,-66.9,75.13,60,8,0.51,BR,1596595976
404,Nyurba,63.28,118.33,73.44,48,100,4.07,RU,1596595976
405,Langxiang,46.95,128.88,72.14,89,93,1.25,CN,1596595976
406,Luzilândia,-3.46,-42.37,72.57,92,18,3.31,BR,1596595806
407,Fortuna,40.6,-124.16,61.0,89,98,3.0,US,1596595977
408,Lakes Entrance,-37.88,147.98,54.0,58,87,5.99,AU,1596595455
409,Ponta do Sol,32.67,-17.1,69.01,75,7,3.49,PT,1596595395
410,Warri,5.52,5.75,70.27,91,0,2.44,NG,1596595977
411,Petropavlovsk-Kamchatskiy,53.05,158.65,66.2,77,20,8.95,RU,1596595431
412,Yerofey Pavlovich,53.97,121.97,56.64,92,100,6.76,RU,1596595978
413,Iwanai,42.97,140.51,76.82,80,93,5.97,JP,1596595978
414,Bosaso,11.28,49.18,88.54,40,100,16.15,SO,1596595978
415,Padang,-0.95,100.35,84.52,60,100,1.72,ID,1596595429
416,Laï,9.4,16.3,71.29,87,85,5.59,TD,1596595979
417,Ahipara,-35.17,173.17,61.34,69,94,1.41,NZ,1596595381
418,Loa Janan,-0.58,117.09,84.27,70,100,2.95,ID,1596595979
419,Pakxan,18.38,103.66,78.03,92,100,4.45,LA,1596595980
420,Damaturu,11.75,11.96,74.25,75,93,12.88,NG,1596595980
421,Port Hawkesbury,45.62,-61.35,63.0,93,20,3.36,CA,1596595487
422,Kupang,-10.17,123.58,84.2,48,20,6.93,ID,1596595448
423,Shimoda,34.67,138.95,84.0,88,75,4.7,JP,1596595569
424,Tevaitoa,-16.78,-151.5,78.78,72,4,11.41,PF,1596595492
425,Portland,45.52,-122.68,82.99,43,0,7.9,US,1596595981
426,Fermo,43.16,13.72,64.0,78,24,8.52,IT,1596595757
427,Ndioum,16.51,-14.65,82.85,67,26,14.32,SN,1596595982
428,Capula,19.7,-101.8,62.01,88,93,2.98,MX,1596595982
429,Anloga,5.79,0.9,73.4,88,20,10.29,GH,1596595982
430,Cabras,39.93,8.53,64.0,77,0,8.01,IT,1596595983
431,Buin,-33.73,-70.75,57.2,67,0,8.05,CL,1596595983
432,Yulara,-25.24,130.99,66.2,68,63,9.17,AU,1596595438
433,Fowa,8.92,6.4,70.72,90,66,2.44,NG,1596595983
434,Talnakh,69.49,88.4,62.6,88,100,8.95,RU,1596595455
435,Srirāmpur,22.95,88.02,86.0,89,75,10.29,IN,1596595984
436,Sur,22.57,59.53,89.13,63,100,2.57,OM,1596595414
437,Malindi,-3.22,40.12,76.05,84,69,14.99,KE,1596595985
438,Río Gallegos,-51.62,-69.22,35.6,80,80,2.24,AR,1596595410
439,Saint Paul Harbor,57.79,-152.41,64.4,63,40,12.75,US,1596595906
440,Honiara,-9.43,159.95,89.6,70,40,9.17,SB,1596595949
441,Jishu,44.32,126.8,82.11,50,0,12.91,CN,1596595985
442,Ban Nahin,18.24,104.21,78.8,87,100,2.39,LA,1596595986
443,Viedma,-40.81,-63.0,46.0,90,100,1.01,AR,1596595583
444,Marathon,44.9,-89.77,60.8,63,1,2.86,US,1596595986
445,Pedasí,7.53,-80.03,80.04,85,98,8.72,PA,1596595987
446,Port Dickson,2.52,101.8,86.0,74,40,4.7,MY,1596595987
447,Ponta Delgada,37.73,-25.67,71.6,88,40,8.05,PT,1596595782
448,Nizhniy Baskunchak,48.22,46.83,66.92,77,1,21.5,RU,1596595987
449,Chlórakas,34.8,32.41,75.2,88,0,4.7,CY,1596595988
450,Tessalit,20.2,1.01,81.57,62,43,11.97,ML,1596595516
451,Matamoros,25.53,-103.25,93.2,21,5,2.24,MX,1596595988
452,Businga,3.33,20.88,70.79,94,100,1.21,CD,1596595989
453,Lubao,14.92,120.55,90.0,70,75,12.75,PH,1596595989
454,Kavaratti,10.57,72.64,83.01,80,100,26.73,IN,1596595392
455,Balestrand,61.21,6.53,52.75,71,100,5.28,NO,1596595990
456,Ihosy,-22.4,46.12,53.02,89,58,2.82,MG,1596595990
457,Nokaneng,-19.67,22.27,51.8,44,0,5.97,BW,1596595990
458,Zatoka,46.07,30.47,64.4,72,0,4.47,UA,1596595990
459,Luanda,-8.84,13.23,69.8,94,75,4.7,AO,1596595815
460,Capreol,46.71,-80.92,59.0,82,90,6.93,CA,1596595991
461,Shankargarh,25.18,81.62,83.53,81,98,9.69,IN,1596595991
462,Arrifes,37.77,-25.7,71.6,88,40,8.05,PT,1596595991
463,Otradnoye,59.78,30.82,64.4,88,40,4.47,RU,1596595992
464,Avera,33.19,-82.53,77.0,94,1,4.7,US,1596595508
465,Neiafu,-18.65,-173.98,78.8,78,40,8.05,TO,1596595992
466,Gornopravdinsk,60.05,69.9,67.73,82,18,7.38,RU,1596595992
467,Wakkanai,45.41,141.67,64.4,93,75,14.99,JP,1596595993
468,Lavrentiya,65.58,-171.0,47.88,76,61,8.57,RU,1596595993
469,Sobolevo,54.43,31.9,57.56,88,41,8.41,RU,1596595993
470,Buckingham,52.0,-0.99,61.0,80,46,3.0,GB,1596595970
471,Yatou,37.15,122.38,79.81,86,100,15.75,CN,1596595994
472,Davidson,36.15,-86.78,75.2,64,20,5.82,US,1596595883
473,Sos'va,59.18,61.86,56.3,90,95,6.35,RU,1596595995
474,Almaznyy,48.04,40.05,64.4,55,0,11.18,RU,1596595995
475,Oussouye,12.48,-16.55,77.72,88,60,9.91,SN,1596595995
476,Muswellbrook,-32.27,150.9,59.0,22,0,14.0,AU,1596595996
477,Alpena,45.06,-83.43,59.0,82,90,8.37,US,1596595996
478,Berëzovka,53.72,25.5,60.78,96,100,7.54,BY,1596595996
479,Atambua,-9.11,124.89,83.43,44,45,3.18,ID,1596595997
480,Rongcheng,30.63,117.85,88.0,93,34,6.17,CN,1596595997
481,Nambucca Heads,-30.65,153.0,68.0,60,0,11.41,AU,1596595997
482,Kaduqli,11.02,29.72,72.54,87,100,8.12,SD,1596595997
483,Muisne,0.6,-80.03,72.99,87,100,9.4,EC,1596595998
484,College,64.86,-147.8,66.2,82,75,5.82,US,1596595998
485,Yar-Sale,66.83,70.83,64.17,56,0,10.56,RU,1596595998
486,Bambanglipuro,-7.95,110.28,80.28,71,94,11.86,ID,1596595999
487,Bongor,10.28,15.37,72.07,92,100,6.04,TD,1596595999
488,Kirksville,40.19,-92.58,61.0,87,1,3.18,US,1596595999
489,Labuhan,-6.88,112.21,85.62,58,3,3.89,ID,1596595999
490,Saint-Pierre,-21.34,55.48,62.6,63,39,8.05,RE,1596596000
491,Kaili,-3.46,120.21,75.72,87,83,3.13,ID,1596596000
492,Panalingaan,8.78,117.42,80.87,82,85,4.12,PH,1596596000
493,Arman',59.7,150.17,66.74,50,76,6.31,RU,1596596001
494,Erzin,36.96,36.2,79.0,89,62,1.14,TR,1596596001
495,Kassala,15.45,36.4,71.85,85,95,15.1,SD,1596596001
496,Pokhara,28.23,83.98,77.0,82,100,3.18,NP,1596596001
497,Kruisfontein,-34.0,24.73,50.0,80,100,2.48,ZA,1596596002
498,Cobija,-11.03,-68.77,73.6,53,0,1.01,BO,1596596002
499,Pevek,69.7,170.31,32.54,97,100,10.89,RU,1596596002
500,Goderich,43.75,-81.72,64.99,65,60,13.67,CA,1596596003
501,Puerto Baquerizo Moreno,-0.9,-89.6,65.91,93,67,9.28,EC,1596596003
502,Vanavara,60.34,102.28,68.41,64,87,9.26,RU,1596596003
503,Beloha,-25.17,45.05,59.02,68,0,5.99,MG,1596596003
504,Shubarkuduk,49.14,56.49,63.41,67,100,9.1,KZ,1596596003
505,Silopi,37.25,42.47,80.56,32,19,2.86,TR,1596596004
506,Gravdal,68.12,13.5,55.42,84,78,11.39,NO,1596596004
507,Dolores,-36.31,-57.68,59.92,92,73,8.95,AR,1596596005
508,Marzuq,14.4,46.47,78.3,63,89,3.85,YE,1596596005
509,Mayo,38.89,-76.51,77.0,83,75,4.7,US,1596596005
510,Gandu,-13.74,-39.49,60.64,96,30,2.84,BR,1596596005
511,Clarence Town,-32.58,151.78,60.01,28,0,23.04,AU,1596596006
512,Garoowe,8.41,48.48,76.44,60,87,20.85,SO,1596596006
513,Severo-Yeniseyskiy,60.37,93.04,68.81,52,53,8.05,RU,1596596006
514,Namtsy,62.72,129.67,71.6,53,0,4.47,RU,1596596006
515,Salé,34.04,-6.82,71.01,94,40,6.93,MA,1596596007
516,Oranjestad,12.52,-70.03,84.2,79,20,26.4,AW,1596596007
517,Esso,55.93,158.7,62.98,45,52,9.01,RU,1596596007
518,Kasur,31.12,74.45,87.8,79,0,3.36,PK,1596596007
519,Linxia Chengguanzhen,35.6,103.21,71.37,69,99,1.68,CN,1596596008
520,Coyhaique,-45.58,-72.07,35.6,86,86,6.93,CL,1596596008
521,Hluti,-27.22,31.62,54.37,92,42,3.31,SZ,1596596008
522,Gebre Guracha,9.8,38.4,51.64,100,100,3.31,ET,1596596008
523,Kuito,-12.38,16.93,49.6,44,0,5.59,AO,1596596009
524,Taksimo,56.34,114.88,61.74,83,100,2.59,RU,1596596009
525,Havre-St-Pierre,50.23,-63.6,57.2,93,1,4.0,CA,1596596009
526,Russell,32.35,-85.2,86.0,83,1,4.0,US,1596596009
527,Oyem,1.6,11.58,64.02,98,43,2.95,GA,1596596010
528,Tuapse,44.11,39.07,66.79,63,0,9.08,RU,1596596010
529,Ürümqi,43.8,87.6,82.0,42,0,2.24,CN,1596596010
530,Tatarsk,55.22,75.98,70.23,63,0,10.09,RU,1596596010
531,Bendigo,-36.77,144.28,48.0,64,8,3.0,AU,1596596011
532,Dubbo,-32.25,148.62,51.8,40,0,10.29,AU,1596596011
533,Yagodnoye,62.55,149.67,62.19,42,92,2.28,RU,1596596011
534,Fremont,37.55,-121.99,69.8,60,20,16.11,US,1596596011
535,Lata,40.16,-8.33,64.0,78,35,1.95,PT,1596596012
536,Sistranda,63.73,8.83,50.0,93,26,6.93,NO,1596596012
537,Poum,-20.23,164.02,71.31,64,2,5.46,NC,1596596012
538,Nemuro,43.32,145.57,84.2,70,75,13.87,JP,1596596013
539,Heihe,50.24,127.49,64.4,100,75,6.71,CN,1596596013
540,Belaya Gora,68.53,146.42,67.39,35,6,2.33,RU,1596596013
541,Paragominas,-2.97,-47.48,74.17,69,8,2.71,BR,1596596013
542,Gijang,35.24,129.21,84.2,83,75,17.22,KR,1596596014
543,Port Macquarie,-31.43,152.92,66.0,56,0,5.48,AU,1596596014
544,Cabo San Lucas,22.89,-109.91,87.8,48,20,16.11,MX,1596595973
545,Sol'-Iletsk,51.16,54.99,71.73,63,40,9.66,RU,1596596015
546,Naudero,27.66,68.36,89.6,66,40,10.83,PK,1596596015
547,Zhalantun,48.0,122.72,74.03,66,67,8.3,CN,1596596015
548,Rundu,-17.93,19.77,50.7,45,0,4.54,NA,1596596015
549,Luziânia,-16.25,-47.95,62.6,55,0,3.36,BR,1596595838
550,Sinegor'ye,62.08,150.48,61.83,43,99,5.75,RU,1596596016
551,Mount Isa,-20.73,139.5,86.0,15,0,10.29,AU,1596596016
552,Mazagão,-0.12,-51.29,78.8,100,75,4.7,BR,1596596016
553,Bereda,43.27,-7.54,59.0,100,64,0.56,ES,1596596017
554,Kantang,7.41,99.52,80.6,88,20,4.09,TH,1596596017
555,Yabrūd,33.97,36.66,69.8,77,0,16.11,SY,1596596017
556,Rizhao,35.43,119.46,81.03,87,67,8.41,CN,1596596017
557,Boffa,10.17,-14.03,74.82,91,100,7.43,GN,1596596018
558,Zhangjiakou Shi Xuanhua Qu,40.61,115.04,83.86,42,99,8.77,CN,1596596018
559,George Town,5.41,100.34,87.01,74,20,8.05,MY,1596596018
560,Iregszemcse,46.69,18.19,59.0,90,100,7.0,HU,1596596018
561,Sayaxché,16.52,-90.17,75.96,91,100,1.63,GT,1596596019
562,Bandrele,-12.91,45.19,75.2,73,75,14.99,YT,1596596019
